1995,262803276,1798792,684.5,97470,37.1,580509,220.9,1099207,418.3,12063935,4590.5,2593784,987.0,7997710,3043.2,1472441,560.3,8.2
1996,265228572,1688540,636.6,96252,36.3,535594,201.9,1037049,391.0,11805323,4451.0,2506400,945.0,7904685,2980.3,1394238,525.7,7.4
1997,267783607,1636096,611.0,96153,35.9,498534,186.2,1023201,382.1,11558475,4316.3,2460526,918.8,7743760,2891.8,1354189,505.7,6.8
1998,270248003,1533887,567.6,93144,34.5,447186,165.5,976583,361.4,10951827,4052.5,2332735,863.2,7376311,2729.5,1242781,459.9,6.3
1999,272690813,1426044,523.0,89411,32.8,409371,150.1,911740,334.3,10208334,3743.6,2100739,770.4,6955520,2550.7,1152075,422.5,5.7
2000,281421906,1425486,506.5,90178,32.0,408016,145.0,911706,324.0,10182584,3618.3,2050992,728.8,6971590,2477.3,1160002,412.2,5.5
2001,285317559,1439480,504.5,90863,31.8,423557,148.5,909023,318.6,10437189,3658.1,2116531,741.8,7092267,2485.7,1228391,430.5,5.6
2002,287973924,1423677,494.4,95235,33.1,420806,146.1,891407,309.5,10455277,3630.6,2151252,747.0,7057379,2450.7,1246646,432.9,5.6
2003,290788976,1383676,475.8,93883,32.3,414235,142.5,859030,295.4,10442862,3591.2,2154834,741.0,7026802,2416.5,1261226,433.7,5.7
2004,293656842,1360088,463.2,95089,32.4,401470,136.7,847381,288.6,10319386,3514.1,2144446,730.3,6937089,2362.3,1237851,421.5,5.5
2005,296507061,1390745,469.0,94347,31.8,417438,140.8,862220,290.8,10174754,3431.5,2155448,726.9,6783447,2287.8,1235859,416.8,5.6
2006,299398484,1435123,479.3,94472,31.6,449246,150.0,874096,292.0,10019601,3346.6,2194993,733.1,6626363,2213.2,1198245,400.2,5.8
2007,301621157,1422970,471.8,92160,30.6,447324,148.3,866358,287.2,9882212,3276.4,2190198,726.1,6591542,2185.4,1100472,364.9,5.7
2008,304059724,1394461,458.6,90750,29.8,443563,145.9,843683,277.5,9774152,3214.6,2228887,733.0,6586206,2166.1,959059,315.4,5.4
2009,307006550,1325896,431.9,89241,29.1,408742,133.1,812514,264.7,9337060,3041.3,2203313,717.7,6338095,2064.5,795652,259.2,5.0
2010,309330219,1251248,404.5,85593,27.7,369089,119.3,781844,252.8,9112625,2945.9,2168459,701.0,6204601,2005.8,739565,239.1,4.8
2011,311587816,1206005,387.1,84175,27.0,354746,113.9,752423,241.5,9052743,2905.4,2185140,701.3,6151095,1974.1,716508,230.0,4.7
2012,313873685,1217057,387.8,85141,27.1,355051,113.1,762009,242.8,9001992,2868.0,2109932,672.2,6168874,1965.4,723186,230.4,4.7
2013,316497531,1168298,369.1,82109,25.9,345093,109.0,726777,229.6,8651892,2733.6,1932139,610.5,6019465,1901.9,700288,221.3,4.5
2014,318907401,1153022,361.6,84864,26.6,322905,101.3,731089,229.2,8209010,2574.1,1713153,537.2,5809054,1821.5,686803,215.4,4.4
2015,320896618,1199310,373.7,91261,28.4,328109,102.2,764057,238.1,8024115,2500.5,1587564,494.7,5723488,1783.6,713063,222.2,4.9
2016,323405935,1250162,386.6,96970,30.0,332797,102.9,802982,248.3,7928530,2451.6,1516405,468.9,5644835,1745.4,767290,237.3,5.4
2017,325147121,1247917,383.8,99708,30.7,320596,98.6,810319,249.2,7682988,2362.9,1397045,429.7,5513000,1695.5,772943,237.7,5.3
2018,327167434,1206836,368.9,101151,30.9,282061,86.2,807410,246.8,7196045,2199.5,1230149,376.0,5217055,1594.6,748841,228.9,5.0
